Fecha,resid
20/12/2010,1.0093954227153923
21/12/2010,1.0071254625881567
22/12/2010,1.0070495118676726
23/12/2010,1.006626285295519
24/12/2010,1.0074914944446627
27/12/2010,1.0075400417208018
28/12/2010,1.0086230655789594
29/12/2010,1.0104989874434427
30/12/2010,1.0107021727784928
31/12/2010,1.011406604174269
03/01/2011,1.0087626294257939
04/01/2011,1.0079931494889869
05/01/2011,1.0092564926055498
06/01/2011,1.010352455027821
07/01/2011,1.0099360189440847
10/01/2011,1.009313190523673
11/01/2011,1.008562111739061
12/01/2011,1.0065509597707318
13/01/2011,1.0050353462471044
14/01/2011,1.0055241298224267
17/01/2011,1.003999183695575
18/01/2011,1.0033140452008005
19/01/2011,1.002212587416083
20/01/2011,1.0021566901779007
21/01/2011,1.0020794579525432
24/01/2011,1.0022428875570695
25/01/2011,1.0012311028167677
26/01/2011,0.9988067653266921
27/01/2011,0.9984076028998183
28/01/2011,0.999448153107856
31/01/2011,0.9986691205486119
01/02/2011,0.9987962120201599
02/02/2011,0.9989737275674813
03/02/2011,0.9989176482200841
04/02/2011,0.998863586625719
07/02/2011,0.997146526697935
08/02/2011,0.9961442368770537
09/02/2011,0.9977766456954151
10/02/2011,0.997772732585347
11/02/2011,0.9956399616666719
14/02/2011,0.9957776437667414
15/02/2011,0.9973690619683677
16/02/2011,0.9982717514752351
17/02/2011,0.9974163898916757
18/02/2011,0.9986605422707453
21/02/2011,0.999158050794895
22/02/2011,1.0016164601853363
23/02/2011,1.0083071358828772
24/02/2011,1.004826635636731
25/02/2011,1.0031428856069402
28/02/2011,1.0027440980226936
01/03/2011,1.0038273393681068
02/03/2011,1.0030213674488635
03/03/2011,1.0016148002872352
04/03/2011,1.001794637163388
07/03/2011,1.0025316352534188
08/03/2011,1.0020080162499523
09/03/2011,1.0012973985203346
10/03/2011,1.0006889221974566
11/03/2011,1.0003711886777518
14/03/2011,0.9999632423890129
15/03/2011,0.999501328991657
16/03/2011,1.0003152762229708
17/03/2011,1.000528107048464
18/03/2011,1.0004222316778582
21/03/2011,1.0059474157279324
22/03/2011,1.006411907317294
23/03/2011,1.0049099905097385
24/03/2011,1.0063993573800916
25/03/2011,1.0103284914872068
28/03/2011,1.0186259797875024
29/03/2011,1.017976863986811
30/03/2011,1.0158860954422313
31/03/2011,1.0132819355807527
01/04/2011,1.0139135581114755
04/04/2011,1.0148404871973504
05/04/2011,1.0152001005479332
06/04/2011,1.015751354516702
07/04/2011,1.0130755423078883
08/04/2011,1.0102224451209345
11/04/2011,1.0091474852096591
12/04/2011,1.0119449933599263
13/04/2011,1.0149837643036081
14/04/2011,1.0179840886345222
15/04/2011,1.01869427806601
18/04/2011,1.0190775915320136
19/04/2011,1.0198517182265776
20/04/2011,1.020240288077421
21/04/2011,1.0206906036934797
22/04/2011,1.0219624554122215
25/04/2011,1.0228941132882778
26/04/2011,1.0242130561843479
27/04/2011,1.0260868716854252
28/04/2011,1.0228910642826463
29/04/2011,1.0213841534675
02/05/2011,1.0207633729336216
03/05/2011,1.0234671039575236
04/05/2011,1.0205507787093542
05/05/2011,1.018967160158121
06/05/2011,1.0142994080408623
09/05/2011,1.0114115281128075
10/05/2011,1.0114230424209028
11/05/2011,1.0125442024968243
12/05/2011,1.0091546115755765
13/05/2011,1.0036297679378512
16/05/2011,1.0016657995234646
17/05/2011,1.0019538842529334
18/05/2011,0.9997125222805114
19/05/2011,0.9999086239215279
20/05/2011,0.9997642127464834
23/05/2011,1.0013209221313701
24/05/2011,0.9997002360376686
25/05/2011,0.9990415224655134
26/05/2011,0.9985574752863057
27/05/2011,0.9994517287337276
30/05/2011,1.0033606070565437
31/05/2011,1.0023211256449778
01/06/2011,1.0052380543441353
02/06/2011,1.0024122023380249
03/06/2011,1.0005288617547141
06/06/2011,1.0091663812951257
07/06/2011,1.0099326590377797
08/06/2011,1.009079998654309
09/06/2011,1.003212834561756
10/06/2011,1.0027245085755276
13/06/2011,1.0003727071022535
14/06/2011,1.0013027964528693
15/06/2011,1.0006309918645462
16/06/2011,1.0008822590837771
17/06/2011,1.0015730399177674
20/06/2011,1.0028589692429823
21/06/2011,1.0021819576583726
22/06/2011,1.0028133360253448
23/06/2011,1.0048393967509637
24/06/2011,1.0054584119821524
27/06/2011,1.0042559075612927
28/06/2011,1.0031286446442196
29/06/2011,1.0033422268497927
30/06/2011,1.0018127836122666
01/07/2011,1.0013146928816143
04/07/2011,1.000665536415054
05/07/2011,1.0004339801940205
06/07/2011,0.9994211486820475
07/07/2011,0.997213136237033
08/07/2011,0.9985963148300463
11/07/2011,0.9984157567534934
12/07/2011,0.9980173385501331
13/07/2011,0.996134094545369
14/07/2011,0.9978829358434377
15/07/2011,0.9980344576810479
18/07/2011,0.9956572134661242
19/07/2011,0.9950118270592363
20/07/2011,0.9960518459944572
21/07/2011,0.994977609983074
22/07/2011,0.9964529450001092
25/07/2011,0.9958685721842649
26/07/2011,0.9964128563784498
27/07/2011,0.9969231506273114
28/07/2011,0.9967386098246361
29/07/2011,0.9981993758688711
01/08/2011,1.000789841166156
02/08/2011,1.000701445270849
03/08/2011,0.999344231105814
04/08/2011,0.9994152645334011
05/08/2011,0.9995529840216527
08/08/2011,1.0029885038681023
09/08/2011,1.0003372173829668
10/08/2011,1.0014116357316665
11/08/2011,0.9999555980969835
12/08/2011,0.9993661051299894
15/08/2011,0.9984542054886606
16/08/2011,0.9979653209490824
17/08/2011,0.996566916553921
18/08/2011,0.9966554946370071
19/08/2011,0.9958821772060944
22/08/2011,0.9944873719318793
23/08/2011,0.9948503157305022
24/08/2011,0.996968226126798
25/08/2011,0.9967291300652662
26/08/2011,0.996194440031751
29/08/2011,0.996255048971148
30/08/2011,0.9962300644729252
31/08/2011,0.9949225806294293
01/09/2011,0.995942154594401
02/09/2011,0.9963433489050625
05/09/2011,0.9958204382906818
06/09/2011,0.995168758477173
07/09/2011,0.9934120236169945
08/09/2011,0.9923590168356562
09/09/2011,0.9934093907556394
12/09/2011,0.9968049370014636
13/09/2011,0.9990909899588869
14/09/2011,0.9988834608342628
15/09/2011,0.9991965006424188
16/09/2011,0.9988808526929729
19/09/2011,1.0012234838144238
20/09/2011,1.0018827711284106
21/09/2011,1.0039665209250979
22/09/2011,1.014624968162519
23/09/2011,1.0128830738631223
26/09/2011,1.0119238680657938
27/09/2011,1.0099138017035383
28/09/2011,1.0103618758753703
29/09/2011,1.0109757897565157
30/09/2011,1.0130933683890473
03/10/2011,1.0133483026869725
04/10/2011,1.0148276210621645
05/10/2011,1.0130790897814337
06/10/2011,1.0056264865004845
07/10/2011,1.0019152812747318
10/10/2011,0.9984166215137293
11/10/2011,0.9978989495888377
12/10/2011,0.9960343382162034
13/10/2011,0.9959130899710742
14/10/2011,0.9923276149807306
17/10/2011,0.992602283553566
18/10/2011,0.9922827767138073
19/10/2011,0.9914859437253694
20/10/2011,0.9936120729333683
21/10/2011,0.9917443212955553
24/10/2011,0.990101167401458
25/10/2011,0.9886517921472143
26/10/2011,0.9895456792939538
27/10/2011,0.9856811199797793
28/10/2011,0.9859411061626326
31/10/2011,0.9861547258349181
01/11/2011,0.986599820786245
02/11/2011,0.9890766254411104
03/11/2011,0.9885895318388404
04/11/2011,0.9880963416396829
07/11/2011,0.986392330859653
08/11/2011,0.9857614834615542
09/11/2011,0.9862965424913375
10/11/2011,0.9868208164501893
11/11/2011,0.9858326099934958
14/11/2011,0.9875271270628327
15/11/2011,0.9876605029496097
16/11/2011,0.9874231089489313
17/11/2011,0.9868435476981161
18/11/2011,0.9873506007673312
21/11/2011,0.9869442920935672
22/11/2011,0.9863096873246239
23/11/2011,0.9874072701871015
24/11/2011,0.9886946395985394
25/11/2011,0.9909975018819259
28/11/2011,0.9889960026865451
29/11/2011,0.9881935478042083
30/11/2011,0.9861392042667403
01/12/2011,0.9862202758041116
02/12/2011,0.9869114962419414
05/12/2011,0.9861239474561032
06/12/2011,0.9862821720857254
07/12/2011,0.9865806431144171
08/12/2011,0.9861863114950924
09/12/2011,0.9871794990884869
12/12/2011,0.989254983636986
13/12/2011,0.9890397416956764
14/12/2011,0.9900327687111996
15/12/2011,0.9903345277370903
16/12/2011,0.9907309170582411
19/12/2011,0.9911565002577686
20/12/2011,0.990782222351856
21/12/2011,0.9910278571387524
22/12/2011,0.991718406292157
23/12/2011,0.9921613790615377
26/12/2011,0.9933616578675716
27/12/2011,0.9939557276327217
28/12/2011,0.996019391782842
29/12/2011,0.9972817728995358
30/12/2011,0.998110176679675
02/01/2012,0.9991332957563499
03/01/2012,0.998404016903941
04/01/2012,0.9976751135206213
05/01/2012,0.9980061386975205
06/01/2012,0.9975227199897816
09/01/2012,0.9979493247711685
10/01/2012,0.99782715577907
11/01/2012,0.9992104164937733
12/01/2012,0.9985125464797205
13/01/2012,0.9991298406130005
16/01/2012,0.9991722546076074
17/01/2012,0.9978644201972872
18/01/2012,0.9990990450035421
19/01/2012,1.000236508085582
20/01/2012,1.000624365262168
23/01/2012,0.9989804978275639
24/01/2012,0.9991370810312822
25/01/2012,0.9993369605436367
26/01/2012,0.9972365656894526
27/01/2012,0.9973371028351399
30/01/2012,0.9986367447353243
31/01/2012,0.9995227648915835
01/02/2012,0.9992975481536481
02/02/2012,1.0009436205089064
03/02/2012,1.0007359453295994
06/02/2012,1.0003002778921501
07/02/2012,1.000377343932199
08/02/2012,1.0014332835408009
09/02/2012,1.0022214654709378
10/02/2012,1.000931384078432
13/02/2012,1.000761693781902
14/02/2012,1.000930040515974
15/02/2012,1.0016742689187856
16/02/2012,1.0018690087728077
17/02/2012,1.0026151548642268
20/02/2012,1.002526032746204
21/02/2012,1.0016723424810359
22/02/2012,1.0021537836633307
23/02/2012,1.0020335050784648
24/02/2012,1.002716793395058
27/02/2012,1.0017842394320742
28/02/2012,1.0021008785387322
29/02/2012,1.0013260409198157
01/03/2012,1.0021469976854709
02/03/2012,1.0012219997374248
05/03/2012,1.0010531193852208
06/03/2012,1.0012100358360132
07/03/2012,1.0009924189065518
08/03/2012,0.999543006372219
09/03/2012,0.9987870404582063
12/03/2012,0.9989193127933296
13/03/2012,0.9998392355215424
14/03/2012,1.000424118913592
15/03/2012,1.001756975003852
16/03/2012,1.0015708028879073
19/03/2012,1.001636932726263
20/03/2012,1.002092143264692
21/03/2012,1.0019918789159228
22/03/2012,1.0019176876236628
23/03/2012,1.0025552208191475
26/03/2012,1.0040386764572522
27/03/2012,1.0041270970941811
28/03/2012,1.0040288029895894
29/03/2012,1.0038474119790954
30/03/2012,1.0034905265881826
02/04/2012,1.003223556768702
03/04/2012,1.003226755441487
04/04/2012,1.0034423507257355
05/04/2012,1.0040255972627277
06/04/2012,1.0053547151307636
09/04/2012,1.0043535932370153
10/04/2012,1.0043709487095929
11/04/2012,1.0036649555833388
12/04/2012,1.0018892182442942
13/04/2012,1.0009723956224297
16/04/2012,1.0010897342952978
17/04/2012,1.0010829847984366
18/04/2012,1.0009471855698204
19/04/2012,1.0008348358352883
20/04/2012,0.9998718455419191
23/04/2012,1.00039817471518
24/04/2012,1.0006507420378965
25/04/2012,0.9997663403246256
26/04/2012,1.0000580063817015
27/04/2012,0.9989291366551634
30/04/2012,0.9980779202540941
01/05/2012,0.9981083770669946
02/05/2012,0.9976670232622028
03/05/2012,0.9991414606024989
04/05/2012,1.0013318516469678
07/05/2012,0.9988771353655527
08/05/2012,1.000515854949266
09/05/2012,1.001751369315719
10/05/2012,1.0013364609658475
11/05/2012,1.004331010391279
14/05/2012,1.0071572848334698
15/05/2012,1.009740652284992
16/05/2012,1.0089660894790489
17/05/2012,1.0119534234389134
18/05/2012,1.0117554890225968
21/05/2012,1.012610312949571
22/05/2012,1.013416018622974
23/05/2012,1.0196313815122782
24/05/2012,1.0217850515569766
25/05/2012,1.0252169403070799
28/05/2012,1.02439888966829
29/05/2012,1.0247732595626526
30/05/2012,1.027274280548063
31/05/2012,1.0292369409684783
01/06/2012,1.0277646960518767
04/06/2012,1.0256855804047782
05/06/2012,1.0261439605083038
06/06/2012,1.0195782998974947
07/06/2012,1.017322512193463
08/06/2012,1.0206054794285413
11/06/2012,1.019151391659707
12/06/2012,1.0200583593712538
13/06/2012,1.0189755535705538
14/06/2012,1.0182303587772241
15/06/2012,1.0163522794985722
18/06/2012,1.0078763613533237
19/06/2012,1.006224759969452
20/06/2012,1.004555583255679
21/06/2012,1.0091118695521297
22/06/2012,1.0091038600978213
25/06/2012,1.0113437188998775
26/06/2012,1.0144632269427347
27/06/2012,1.0146285586002066
28/06/2012,1.0180077461893775
29/06/2012,1.0179650720100126
02/07/2012,1.010505005167338
03/07/2012,1.0061031762028143
04/07/2012,1.0073802966272658
05/07/2012,1.008904030121307
06/07/2012,1.0074752100437403
09/07/2012,1.0038354737606958
10/07/2012,1.0016775381325747
11/07/2012,1.0018246336441912
12/07/2012,1.0020360351515132
13/07/2012,1.0017316384804584
16/07/2012,0.9996173834153761
17/07/2012,0.9987364780917939
18/07/2012,0.999275018233052
19/07/2012,0.9997703806611787
20/07/2012,1.0040563097763553
23/07/2012,1.011645804759513
24/07/2012,1.0082133905583401
25/07/2012,1.006965849900849
26/07/2012,1.0051086469723944
27/07/2012,1.0056671362293232
30/07/2012,1.0033561501651502
31/07/2012,1.0039985525508763
01/08/2012,1.002116194824624
02/08/2012,1.0034071606844304
03/08/2012,1.00039186929422
06/08/2012,0.9984796194272378
07/08/2012,0.9984008882701851
08/08/2012,0.998464709757565
09/08/2012,0.9986604840933626
10/08/2012,0.9996462372352634
13/08/2012,1.0000637834456612
14/08/2012,0.9993576472895509
15/08/2012,0.9988727755330604
16/08/2012,0.9999004511988498
17/08/2012,0.9997538946542527
20/08/2012,0.9992983840524836
21/08/2012,0.9978542578243235
22/08/2012,0.9971941626425773
23/08/2012,0.9971355073827387
24/08/2012,0.9966241140522624
27/08/2012,0.9960462190314886
28/08/2012,0.9959832181115107
29/08/2012,0.9957325522326831
30/08/2012,0.994855446306976
31/08/2012,0.9937969428329093
03/09/2012,0.9919339784402429
04/09/2012,0.9917896704695448
05/09/2012,0.9933587516829008
06/09/2012,0.9937558048550182
07/09/2012,0.9933020445072228
10/09/2012,0.9935905425289038
11/09/2012,0.9938940540762354
12/09/2012,0.9937818024026639
13/09/2012,0.9933820053506519
14/09/2012,0.9922417232386023
17/09/2012,0.9938440656241708
18/09/2012,0.9939674286525556
19/09/2012,0.9931746633523485
20/09/2012,0.9934789460850075
21/09/2012,0.992532815932467
24/09/2012,0.9910430563043502
25/09/2012,0.9892195578603024
26/09/2012,0.9897909087457091
27/09/2012,0.9880068519018578
28/09/2012,0.9901004949862962
01/10/2012,0.9906553922792475
02/10/2012,0.9908861872073983
03/10/2012,0.9915208063800339
04/10/2012,0.9908363815550936
05/10/2012,0.9901618645275561
08/10/2012,0.9902209810581742
09/10/2012,0.9876674757637017
10/10/2012,0.9866181589040536
11/10/2012,0.9869957312845802
12/10/2012,0.9866790435023177
15/10/2012,0.9865368350972877
16/10/2012,0.9857711217200124
17/10/2012,0.9852627634514112
18/10/2012,0.9845227956457768
19/10/2012,0.9841523952881416
22/10/2012,0.9816859409101416
23/10/2012,0.9812331091303663
24/10/2012,0.9810933454062694
25/10/2012,0.9828341422846871
26/10/2012,0.987510749778799
29/10/2012,0.9883964085880688
30/10/2012,0.9870714572265274
31/10/2012,0.9858872947784038
01/11/2012,0.9863428497302887
02/11/2012,0.9856698169504191
05/11/2012,0.9891578796272837
06/11/2012,0.9903257005605363
07/11/2012,0.9883024513274097
08/11/2012,0.9894632268486534
09/11/2012,0.9922149257588224
12/11/2012,0.9940088897256265
13/11/2012,0.9956998126318022
14/11/2012,0.9919334573730432
15/11/2012,0.9914902298608484
16/11/2012,0.9930423578876207
19/11/2012,0.9896757294853412
20/11/2012,0.9886359821370035
21/11/2012,0.9882185351765672
22/11/2012,0.9863324171496862
23/11/2012,0.9859278604537888
26/11/2012,0.9839394399113515
27/11/2012,0.9830896745551263
28/11/2012,0.9825853651541371
29/11/2012,0.9796784407181688
30/11/2012,0.9789120949495228
03/12/2012,0.9784821639345418
04/12/2012,0.9789273525289324
05/12/2012,0.97898776116188
06/12/2012,0.9782621178406351
07/12/2012,0.976625370531627
10/12/2012,0.9754479877046488
11/12/2012,0.9741514019856735
12/12/2012,0.9730546364385204
13/12/2012,0.9709078007432455
14/12/2012,0.9709863626903166
17/12/2012,0.969742702943461
18/12/2012,0.9703826872006917
19/12/2012,0.9706329829211082
20/12/2012,0.9697984663809353
21/12/2012,0.971316984461937
24/12/2012,0.9717768370179336
25/12/2012,0.9710443400643134
26/12/2012,0.9671401881190665
27/12/2012,0.9650018199564433
28/12/2012,0.964845447192185
31/12/2012,0.9640101403217951
01/01/2013,0.9629405189767133
02/01/2013,0.9615359442518553
03/01/2013,0.9630623992739519
04/01/2013,0.9617452907189143
07/01/2013,0.9605724427929219
08/01/2013,0.9601762058348683
09/01/2013,0.9600063451904743
10/01/2013,0.9602131771261566
11/01/2013,0.9602079159382966
14/01/2013,0.956579801564353
15/01/2013,0.956277984170691
16/01/2013,0.9595144964298176
17/01/2013,0.9604448037170367
18/01/2013,0.9622324656273437
21/01/2013,0.9612366893187174
22/01/2013,0.9620474470598963
23/01/2013,0.9611597743040785
24/01/2013,0.962287439800923
25/01/2013,0.9621307756806601
28/01/2013,0.9621482377582163
29/01/2013,0.9631125975442019
30/01/2013,0.9614646366880106
31/01/2013,0.9673255274164179
01/02/2013,0.9651626317736456
04/02/2013,0.969441414847264
05/02/2013,0.9693591980383458
06/02/2013,0.9704070553876952
07/02/2013,0.9712879315768324
08/02/2013,0.9704621747304008
11/02/2013,0.9700986263906738
12/02/2013,0.9698835684024809
13/02/2013,0.9670007070363564
14/02/2013,0.9650219519247812
15/02/2013,0.9660795500736663
18/02/2013,0.9668332467171135
19/02/2013,0.9694817683380952
20/02/2013,0.9697216053510598
21/02/2013,0.9701858999142257
22/02/2013,0.9694850266291221
25/02/2013,0.969168105342679
26/02/2013,0.9693111232356693
27/02/2013,0.9687423681176109
28/02/2013,0.9695124691929159
01/03/2013,0.9714140464772932
04/03/2013,0.9738597524554137
05/03/2013,0.9723045080769008
06/03/2013,0.9727690800139784
07/03/2013,0.9746603639035037
08/03/2013,0.9726760880321491
11/03/2013,0.9704932382071562
12/03/2013,0.9669686947456019
13/03/2013,0.9670663836877128
14/03/2013,0.9674788040847154
15/03/2013,0.967141339559608
18/03/2013,0.9674989594337609
19/03/2013,0.9661212712819875
20/03/2013,0.9652753446229431
21/03/2013,0.9640599149508523
22/03/2013,0.9639644175066104
25/03/2013,0.9627527683723103
26/03/2013,0.9621448971575874
27/03/2013,0.9639495214164285
28/03/2013,0.964232407281516
29/03/2013,0.9637863304673123
01/04/2013,0.9632250967467844
02/04/2013,0.9619022700744888
03/04/2013,0.9607096785308769
04/04/2013,0.9599079917793393
05/04/2013,0.9597240629532126
08/04/2013,0.958512646792904
09/04/2013,0.9576363075470744
10/04/2013,0.9581985823693023
11/04/2013,0.9591817691741832
12/04/2013,0.9616096683810937
15/04/2013,0.9624438681435075
16/04/2013,0.961164123588529
17/04/2013,0.9608780602696675
18/04/2013,0.9618253467495811
19/04/2013,0.9619852836950723
22/04/2013,0.9622489600509854
23/04/2013,0.9655377617299524
24/04/2013,0.9723802294585093
25/04/2013,0.9724709480336543
26/04/2013,0.9739161344695084
29/04/2013,0.9801892878765168
30/04/2013,0.9799943737235113
01/05/2013,0.9802942391026053
02/05/2013,0.9802591306648657
03/05/2013,0.974189698630603
06/05/2013,0.9714424712573475
07/05/2013,0.9693136349686906
08/05/2013,0.9706594050409137
09/05/2013,0.9683280874278472
10/05/2013,0.9664833746212055
13/05/2013,0.9650362367822534
14/05/2013,0.9646156115208736
15/05/2013,0.9703972559110248
16/05/2013,0.9758580966508054
17/05/2013,0.9818210024519713
20/05/2013,0.9818558522019691
21/05/2013,0.982402664823482
22/05/2013,0.9847595742509312
23/05/2013,0.9919080579629203
24/05/2013,0.9960188496909341
27/05/2013,0.9954913530130888
28/05/2013,0.9957988541148007
29/05/2013,0.997965083955539
30/05/2013,1.0104867984334345
31/05/2013,1.0158651697415817
03/06/2013,1.0121230488111967
04/06/2013,1.0074707916442687
05/06/2013,1.008791294460536
06/06/2013,1.014340668179229
07/06/2013,1.0126411881166009
10/06/2013,1.019287690832187
11/06/2013,1.021212900846638
12/06/2013,1.019447955905367
13/06/2013,1.0120207019944385
14/06/2013,1.0108833857177382
17/06/2013,1.014004680913725
18/06/2013,1.017085852927727
19/06/2013,1.015407605025475
20/06/2013,1.0258368751798923
21/06/2013,1.0292321511050095
24/06/2013,1.0305418753828626
25/06/2013,1.0303153772198494
26/06/2013,1.029705564003046
27/06/2013,1.0305936643928886
28/06/2013,1.0303552217926688
01/07/2013,1.0295069390408849
02/07/2013,1.0321441741386979
03/07/2013,1.03169432628793
04/07/2013,1.0313401875385135
05/07/2013,1.03368929454792
08/07/2013,1.028982131688727
09/07/2013,1.025029605622211
10/07/2013,1.029467777043016
11/07/2013,1.0281859334613364
12/07/2013,1.0266895448629285
15/07/2013,1.0250713768504538
16/07/2013,1.0223228764810681
17/07/2013,1.0201868647818102
18/07/2013,1.0237601699848626
19/07/2013,1.0248300247931708
22/07/2013,1.024621927792257
23/07/2013,1.0278986913459773
24/07/2013,1.02860315433346
25/07/2013,1.0298323132792784
26/07/2013,1.0293212350426
29/07/2013,1.0287911213247423
30/07/2013,1.0285938118229547
31/07/2013,1.0313596824247029
01/08/2013,1.0317782667112863
02/08/2013,1.0292241907621296
05/08/2013,1.0297394164089007
06/08/2013,1.0314119816138592
07/08/2013,1.033125378332318
08/08/2013,1.030777577217795
09/08/2013,1.03022902120462
12/08/2013,1.031391749462306
13/08/2013,1.0322117067284984
14/08/2013,1.0316998305443135
15/08/2013,1.0319647723170768
16/08/2013,1.0322116870538687
19/08/2013,1.0333173990877609
20/08/2013,1.0388991562455443
21/08/2013,1.0406331745431752
22/08/2013,1.0363412452799678
23/08/2013,1.036684192452133
26/08/2013,1.0363572580571205
27/08/2013,1.0359462207081793
28/08/2013,1.034646806097169
29/08/2013,1.0340925072815914
30/08/2013,1.0350443141190535
02/09/2013,1.033986744876306
03/09/2013,1.0343221949730355
04/09/2013,1.0332193391252564
05/09/2013,1.033643179826113
06/09/2013,1.031577074585636
09/09/2013,1.029073960287573
10/09/2013,1.0278841509261576
11/09/2013,1.0251328482238358
12/09/2013,1.0194337083100715
13/09/2013,1.0198758912024335
16/09/2013,1.015192567992226
17/09/2013,1.0176029811950495
18/09/2013,1.0185104581054867
19/09/2013,1.0103405763303235
20/09/2013,1.0081144553882908
23/09/2013,1.0086551289930326
24/09/2013,1.0119225367270213
25/09/2013,1.0147640217939229
26/09/2013,1.015777382249972
27/09/2013,1.0203999992472716
30/09/2013,1.0208587600188506
01/10/2013,1.0205380473802057
02/10/2013,1.0198428545562261
03/10/2013,1.0171165773892794
04/10/2013,1.0173978142604998
07/10/2013,1.0163774879795426
08/10/2013,1.016264313897329
09/10/2013,1.0194806117846924
10/10/2013,1.019423026214104
11/10/2013,1.0155546719483954
14/10/2013,1.0148782089779056
15/10/2013,1.013808506787439
16/10/2013,1.010989168277097
17/10/2013,1.0079387680288887
18/10/2013,1.0119758322979555
21/10/2013,1.0148177077768237
22/10/2013,1.011156002895168
23/10/2013,1.0106581502416192
24/10/2013,1.0100006623050064
25/10/2013,1.007095088883273
28/10/2013,1.007250013567508
29/10/2013,1.006917833773048
30/10/2013,1.007135958871802
31/10/2013,1.0118794800646733
01/11/2013,1.0117238026793693
04/11/2013,1.0131831805658749
05/11/2013,1.016939369554788
06/11/2013,1.0180908226733425
07/11/2013,1.0206762973920345
08/11/2013,1.023979769448689
11/11/2013,1.0238667311655556
12/11/2013,1.021081509560612
13/11/2013,1.0194174757660404
14/11/2013,1.0190762261261637
15/11/2013,1.0187290850821016
18/11/2013,1.0187186460151862
19/11/2013,1.0203644862035026
20/11/2013,1.0205925983975046
21/11/2013,1.020567494244363
22/11/2013,1.0205241197116957
25/11/2013,1.0187924605899568
26/11/2013,1.017424538101738
27/11/2013,1.0176638578395045
28/11/2013,1.017706218404385
29/11/2013,1.0155793978761563
02/12/2013,1.01538799221379
03/12/2013,1.0162967588857368
04/12/2013,1.0164999845831602
05/12/2013,1.015269167298346
06/12/2013,1.0158017620175273
09/12/2013,1.0122970389490888
10/12/2013,1.0122236705331191
11/12/2013,1.0127673708275302
12/12/2013,1.0099796744074527
13/12/2013,1.0039230199166618
16/12/2013,1.0016909909992637
17/12/2013,1.0016688151037538
18/12/2013,1.0077207975322593
19/12/2013,1.0073684291541907
20/12/2013,1.0042588054436192
23/12/2013,1.0020650674433267
24/12/2013,1.003677781040666
25/12/2013,1.0029411471797336
26/12/2013,1.0062864399341573
27/12/2013,1.0059412671053063
30/12/2013,1.0083920858700544
31/12/2013,1.0075447623124227
01/01/2014,1.0079876150464973
02/01/2014,1.0110731742880104
03/01/2014,1.0124071083659085
06/01/2014,1.0128761611983272
07/01/2014,1.0104536395665915
08/01/2014,1.0107581069925027
09/01/2014,1.0115452894093842
10/01/2014,1.0100579012543487
13/01/2014,1.0093146897620706
14/01/2014,1.0086816998173949
15/01/2014,1.008733334910168
16/01/2014,1.0089859535592671
17/01/2014,1.007772430236468
20/01/2014,1.008291785403988
21/01/2014,1.0078794953385766
22/01/2014,1.0076454368349137
23/01/2014,1.00707647020929
24/01/2014,1.0091829586796333
27/01/2014,1.0084095218859341
28/01/2014,1.00827681147413
29/01/2014,1.0087592479556786
30/01/2014,1.0070654434999162
31/01/2014,1.007754563337959
03/02/2014,1.0091980507818579
04/02/2014,1.0092650453049072
05/02/2014,1.0100365237737992
06/02/2014,1.0090821300456905
07/02/2014,1.0100071051963657
10/02/2014,1.0091682754945794
11/02/2014,1.0080257267967034
12/02/2014,1.0067329507666698
13/02/2014,1.0068554702680916
14/02/2014,1.005773726100653
17/02/2014,1.0005758752697478
18/02/2014,1.0011716545714837
19/02/2014,1.0019202856951757
20/02/2014,1.0011502896783755
21/02/2014,1.0012660978299877
24/02/2014,1.0017067179269288
25/02/2014,1.0017730926988253
26/02/2014,1.00257343817511
27/02/2014,1.0003676001403137
28/02/2014,0.9996457969655848
03/03/2014,1.0006389553324644
04/03/2014,0.9992338092443279
05/03/2014,0.9982121635071483
06/03/2014,0.998520604372191
07/03/2014,0.9991950229253395
10/03/2014,1.00049006617423
11/03/2014,0.9993760944313487
12/03/2014,1.0009960523680497
13/03/2014,1.0013721929117516
14/03/2014,0.9991622036759356
17/03/2014,0.998833179164125
18/03/2014,0.99828375722888
19/03/2014,0.9991305904152364
20/03/2014,0.9989570077358024
21/03/2014,0.9982619615023031
24/03/2014,0.9972418847626712
25/03/2014,0.9980809286186584
26/03/2014,0.9991077981963403
27/03/2014,0.9991236450832731
28/03/2014,0.9983329072727745
31/03/2014,0.9964195375120141
01/04/2014,0.9952513423106726
02/04/2014,0.9950006856901643
03/04/2014,0.9963767820885489
04/04/2014,0.9964196892260694
07/04/2014,0.9956472325959551
08/04/2014,0.9915378537288481
09/04/2014,0.9933095306962967
10/04/2014,0.9914538568607493
11/04/2014,0.9903464630056893
14/04/2014,0.9860390095104089
15/04/2014,0.9850052183996691
16/04/2014,0.9873999520876853
17/04/2014,0.9877360517784857
18/04/2014,0.9876556396706047
21/04/2014,0.9845787633651888
22/04/2014,0.9861714189590989
23/04/2014,0.9887606719318202
24/04/2014,0.9873585439272882
25/04/2014,0.9923178389298596
28/04/2014,0.9936004689835295
29/04/2014,0.9936174880487144
30/04/2014,0.9936006906204234
01/05/2014,0.9935854152567996
02/05/2014,0.9920362217408093
05/05/2014,0.9911819198277616
06/05/2014,0.9895404366250833
07/05/2014,0.9884764686040384
08/05/2014,0.9839415838478534
